"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Armenia","ARM","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.8270946139077","26.7090481417071","25.2705329463993","25.7086994351611","25.5771330395605","25.8095323791656","24.7565578476257","24.2874002052175","26.4138473692168",
"American Samoa","ASM","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","11.5311018882105","10.3771694170806","11.5880623141682","13.0645125420129","13.3137815445152","10.4133582428273","10.2211517108379","10.9162325364122","11.7298494640686","12.9576021006585","13.8033586786209","14.2363271603704","15.2518015531413","13.9097350411504","14.5647042541577","13.4823375814133","12.7075302601438","12.5256054189235","12.6955205112083","12.2473072404986","12.513128037134","12.6586336389819","13.5116060983981","13.8907314449624","12.8825244066071","13.0460290245267","13.2713740177401","13.0533530385339","14.5184648805214","18.4522457441397","17.7409753276249","19.1239163168153","19.4609361101647","16.2041470390038","14.5307687799923","14.2854938176341","15.6822606280428","16.1886387614543","16.4579794794781","17.9383723748189","19.2206966499644","21.1147896503593","21.5708778107102","21.6611789586092",
"Australia","AUS","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.8664388649532","27.7351411993196","26.9482325593506","26.9029785948033","26.8595413947097","26.5102604904897","26.0544466536138","25.2925042905432","25.4361100294679","24.6972865848251","24.6384001427796","23.6843075683695","23.6317256941636","24.0631242508989","23.9493216915842","24.6199197502957","25.6067159760344","25.6531194292619","25.5935337501582","26.9990358252423","25.1514166418821","26.4361276332007","26.2841640112627","25.1279854872757","25.5148167378779","23.644205561858","22.2848726511609","23.4610646679956","24.1589669797031","25.3824487371203","25.6880849464954",
"Austria","AUT","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","33.9985945665537","33.6022058931724","33.8423827872164","32.9180389097137","32.9373057967936","32.5462613788216","31.766130895421","31.2968521757649","30.1146225743745","30.4474446523766","30.259284564499","29.7526220688057","29.5182647201743","29.2832194332994","29.560863303277","29.5052574059251","29.0158979502276","28.303768907107","28.4134001556217","28.851531988081","28.7520088650827","28.6763839380903","28.5106628527989","28.4285921580405","28.2848020340956","28.2087461435225","27.3880784820285","27.498379858473","27.3737678166123","27.0742425967636","27.2593708304078","27.5726388212438","26.9602141407645","25.7928458296062","25.5349942466396","25.4474320432043","25.6339685320435","25.5249417894219","25.3646396008814","25.174913250307","25.476804975952","25.4094844426534","25.4892122311316","25.5242529163282","25.4357210574713",
"Azerbaijan","AZE","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.0477489768076","29.6032934131737","36.536586377876","32.1487261146497","27.6519081932212","30.9963445496298","35.1496743028617","36.9914194345059","34.9561123059931","39.1035999046383","42.5383099128887","43.4626382722552","46.1542268041237","48.5398446792136","50.7690323790767","58.7877819924137","64.9582315349244","66.160328626082","65.5185214713533","56.2619552546943","59.9948192629224","61.7339963903076","59.5173508549842","57.0544154549517","53.5868546669355","44.8913203383597","47.5578070076723","49.7017251037138","52.2509114518304","48.8232665251868","41.3879462449021",
"Burundi","BDI","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","9.40435329180615","9.757409474907","10.7939653815164","11.6259017618486","12.1193843211534","12.5826855731207","11.7422871267673","12.1820399284065","14.3067317549249","14.7154336475697","11.6707379245525","12.7159338731537","14.2948788244325","14.4812136144171","12.5809208689103","11.8218760582459","12.1288474573801","15.7113530371091","14.8146929535943","17.2629184748477","17.3268756640774","17.5348516739186","18.9860061517847","20.1234127083025","19.5729092024609","16.8006722324595","11.7825921702775","13.8904315635939","14.6912847076462","16.1196105401845","15.5395706894248","15.5731910756723","15.8040004931229","15.7417123072253","16.3230191571129","16.9330035986109","15.3152912436064","17.1561942189062","15.415205278109","16.9195289638327","15.3861562777509","14.8096813161324","15.7510376402708","15.5846819672131","15.498211588581","11.7649457671668","12.2073630909389","10.9931298354004","11.1072170612718","10.9561343078757","10.6789943792682",
"Belgium","BEL","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.0458142488138","25.8108864229345","26.109865395814","25.5706853726919","24.7258443400042","24.9438325836543","24.3121509872514","23.7873363393069","23.2266548885812","22.9599989488568","22.5737781481988","22.139925542401","22.2819524770029","21.59544849636","20.600029785888","20.8945803561766","20.7778964049581","20.075240558224","19.8791997556506","19.6748264840511","19.6698883181098","19.2882202670028","19.2353624906499","18.9025959765849","19.1114145335426","19.2064797643674",
"Benin","BEN","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","10.2269747245557","9.81330180282074","9.79130917171242","11.4694195815885","10.7934373721091","7.98184938137773","11.306612935673","11.4130625066297","10.8688139498865","11.0630654417435","11.7037494114915","13.4808042905619","13.8881251964887","14.2961258064227","17.0842249836147","16.1643290893295","12.9100343969082","12.5569870845307","14.0053645940617","13.3433454489017","12.2816697036432","12.9104044443482","15.1224192815258","15.3569747371469","17.0694521775889","16.702425147013","12.1078445244769","12.3655660113453","13.3946717230815","12.7680161414965","12.4533850515242","11.9826304214042","12.7276805044929","12.2171017970245","13.3380644179387","13.3923114111766","13.2669409931979","13.5207077594723","12.5664712925972","18.0457037967816","18.7563482119071","21.6063061308323","21.2560648162627","21.7653358858628","20.4994246078487","21.6135923867357","21.1570137776206","19.5111771844474","17.6606220766815","17.9195079292369","18.0090531395068","18.1374491115974","16.9566846878966","17.2437092893088","16.4115774866134","16.3850954444902","15.7020683118185","15.1075858507501","14.6536911362792","16.3125612015902","16.2905490528658",
"Burkina Faso","BFA","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","19.9138430386342","19.8945260581446","19.3676452476282","20.6236673558882","20.0814430026433","18.696338961347","19.0215650519734","22.0883134380454","22.7190982357839","22.44425758866","22.2505701596598","24.2440602064336","23.314259405822","26.2004978191128","22.9775219067396","25.9407461000063","26.4671785662136","21.3030958080609","21.4505263539173","20.6600047707038","19.8109302134947","18.7658580765374","18.844516802491","20.3573123203095","19.9661319195887","19.229575019983","20.7294866291817","22.5478843267088","21.5124048827824","22.1262334697078","20.3691495962921","19.2554872338296","20.2596766217691","19.8531100461198","20.4112031488612","19.9448893655573","18.4922177411329","19.6827849656377","17.855937461003","22.4646377615114","21.8707545475914","20.6389246484114","20.6338145094446","22.6250739908394","22.6591757180332","20.1658324331189","20.5038527918156","22.5483344043863","20.5479237002055","22.9558804915607","26.0555520336446","28.3722709055706","26.8675103794383","24.0957515828697","24.9295392471244","24.3508115650612","24.8815173666488","25.1402372200063","24.5141374586125","25.5796638070783","29.963441424073",
"Bangladesh","BGD","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","6.97381556958263","6.79411774906471","7.96386176172682","7.80459286326724","10.4230244561503","10.723024748933","10.3150855684753","8.10282841164145","9.26234551475759","9.18640400926977","8.72908283074018","7.68383878031331","6.06410210550716","12.1103374893782","13.3727281578377","11.6110473057592","14.4492027919251","16.7290739025876","14.3097126896709","15.6864548108505","20.1166762234798","19.8059719535783","20.04288227039","20.8716248676477","21.4305495950497","20.3216634239062","20.3790141468201","19.6008172704812","19.9362085702399","19.7867069022062","20.1456258361335","21.1195045357667","21.71789053342","22.9342560517422","23.4699924276778","23.5808244521571","21.6839165728619","21.8626700944451","22.6607423702209","22.3758655367007","22.2793826819325","22.5838118742213","22.8392543728467","22.4741487860882","22.7797200060528","23.2998442190711","24.0953205119221","24.5005410079343","24.7270013036793","25.2955721814431","24.9564767264585","25.0452996007551","25.309959389543","26.307070164309","26.3110467833576","26.8313948329541","27.3461176033502","27.7508999829539","28.5369876541411","29.6486788149504","28.7894173849569",
"Bulgaria","BGR","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","53.7734093288356","51.9383133223093","57.9105918036742","60.3197762170212","59.9534588533954","62.5314079023663","64.009783928561","61.4640048396854","60.9691981504808","59.3923070703804","51.2749335765555","39.7538688282977","39.0522908366534","32.689193710271","29.9467275494673","17.8253446402619","16.1707378853316","21.7084042717358","21.6999591383776","22.4556972801747","22.867184601932","23.974391842071","24.0817997463479","24.2435288276382","23.0697987684855","24.3217429249727","25.3700145253258","26.2440436032589","24.9838446974188","26.470241152869","23.2763234930373","25.0746261038118","24.7651154888847","23.2108044856406","23.4333045387263","23.6765656605173","24.2025209766911","24.2525790738106","22.345286708763","21.6187831488513","22.9700033518799",
"Bahrain","BHR","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","59.0881616440722","57.8034972007056","52.8815144441202","48.1913984619766","49.0091930541369","48.452406962348","43.5236124422759","44.0258384840708","42.0183679333381","42.4886900254698","45.7345824949698","39.8643774845883","37.2114979847738","37.9449803099269","37.4249671622735","39.9476420818242","","","","","","","","","","","45.2834880040933","45.9178652906561","50.4076629462208","43.0997000499723","44.975946893886","49.5171903881701","47.5490713335536","47.9453756649045","46.5197733272369","40.1538667105209","39.3054656012409","41.176805761523","43.034849766976","42.2739005227278","40.5220393693269",
"Bahamas, The","BHS","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3660026126715","14.2042956411876","15.6992247264686","15.4172724348665","13.0898771021992","14.5829088677508","13.764887722368","14.0376281518426","12.7093216431157","12.677771241084","11.6061307648359","12.1488719700562","9.53614103678483","10.6168563566021","10.870239197122","10.3431253996283","10.8090522762856","11.7337529813863","9.25945110064285","10.3895116853506","10.0100581448934","11.4998771761611","12.0451419747876","13.0339070006063","12.825971764884","13.4481082832355","11.5115961334836","13.186066982437","13.3363222237345","12.6070295881617","12.8884732082364","",
"Bosnia and Herzegovina","BIH","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.8552890287063","25.6999990691539","25.6999991174593","25.2176237420683","27.4301795819969","24.3568468974682","19.3697578920352","19.0663668921608","17.7809782215469","19.1600896242675","20.5399998226379","21.4328404683899","21.0300831895156","21.7724441154258","23.2014085009285","22.9076452949612","22.4540057298746","22.1932593254568","21.6231998904766","22.3236786894566","22.1563662906621","22.6264079951719","23.246147899009","24.0022855513234","24.5234425216758","23.9642549619002","23.8713441476592",
"Belarus","BLR","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.9006928406466","44.4444444444444","45.6521739130435","36.0406091370558","32.5914685550497","33.382206370518","34.2198405954993","35.92617833874","35.3050083955104","34.0037421548255","33.4789463312094","32.4639554654927","31.8153820256099","32.7410515030849","35.0189431066695","37.8387848851416","37.2070344531772","37.0472792241675","38.8242464026726","36.1176229649528","35.3930231166604","36.0887890771209","36.2828598908689","35.9038510426226","35.3791986450113","32.692428112127","30.9584092512823","31.5544850881623","31.2656097096379","31.737128716913","31.300627185285",
"Belize","BLZ","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","22.7806309611152","19.9934123847167","23.2839221858975","20.787815208836","18.4550196263513","18.4236202733728","20.6913476752544","19.2187428403524","18.8096547206958","21.1320046204744","21.1633138156209","20.4656833719916","19.3365950722305","18.9462938259571","18.930024186121","19.0682189158042","17.7909162489312","17.9343956001399","18.190238195089","17.4724457981109","17.2966248869243","16.743644055828","18.5363023085517","17.8366755610558","17.1051326380761","15.1619621706805","15.314622929715","15.1484175462277","17.6910269234186","18.4016572922918","19.502167906711","19.1166955987562","19.1090282271852","20.0198627609372","17.8657701927006","17.010685768168","16.145584292811","14.1171286268973","14.0898266604286","13.4674146549641","11.9852455719253","12.8509461508856","11.3991186486419",
"Bermuda","BMU","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.30000111301148","8.10000044325833","6.49999936117503","8.70000087232921","11.0730100605738","10.3085111383479","9.58402713787467","9.56824574079935","9.61836268756259","9.95111886767338","","","","","6.59753236327659","5.66742455792625","5.11874218822023","5.29900911819128","5.00463985900816","5.12438047943502","5.34979364226582","5.50930538497597","5.70253652622963","6.38516548320422","",
"Bolivia","BOL","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","30.9965237543453","29.6942224953903","33.3193779904306","35.1060462171573","36.3846190453529","31.3063718359034","31.9113907842025","32.8579613198929","33.0908752426797","32.5773195876289","28.8288288288288","29.1666666666667","31.5642458100559","33.5987261146497","31.5501111283403","32.224094925191","32.4640771821542","30.5227996314438","31.154208504928","31.4609309380422","31.8845537590293","30.6062451599738","30.1608803050204","28.6284430059174","28.1333506438732","29.142757021211","27.9548863274868","26.4351081141218","26.1333962776646","25.1438969145701","25.7390239639541","25.420674613114","25.4735686672296","25.5964898419498","26.8396499457036","26.2692187794329","27.6522482093439","28.2897907101136","29.7366390860094","29.2286851176379","30.1439417460822","30.3691066361261","29.3342196293346","28.5181929044884","27.6254998805738","25.2024162838659","25.3263589797711","26.3699744281296","26.2465894715173","25.2102745511952","",
"Brazil","BRA","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","31.8002576608097","36.6037574004249","29.8408509225192","34.7669925593773","32.025240703631","29.9262322047748","29.8027183631122","29.1554139943599","30.689019188075","31.3121831745651","32.1836943042848","32.7221394805183","32.7411376610944","33.4220882134978","34.818586992702","35.4712758323878","34.9798410825771","34.0516019584516","35.5206136714879","36.5195902597631","39.5924244551796","39.2426592561605","40.9865107288835","39.4847394249596","41.6758277528105","41.2405311681575","40.1931956432471","41.2928406109002","39.4469745508074","42.2838306183402","32.8306185471106","31.5126231629234","33.9875979548139","36.12568024738","34.6669431980292","23.3814603902749","22.340114560034","22.5941476157036","22.1187903791379","21.746711247782","23.0066186321239","22.6395279130452","22.4953278200255","23.0838178175003","24.306623290035","24.172578278061","23.5440216715158","23.1253804129963","23.0852937543312","21.8785926286899","23.2679516203289","23.102056242361","22.1336473676777","21.2248287058771","20.4724627454143","19.3600439775462","18.3547582771232","18.1885023093992","18.7490514539899","18.4088426878827","17.6501088166769",
"Barbados","BRB","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","16.0140859459333","17.613016454889","18.2350975580789","18.893630031969","18.6902024771935","17.0088408644401","16.9454707719768","16.5954720205041","17.7152051488335","18.2059800664452","15.8871252204586","14.4490844844202","13.6231038506418","14.0537575425123","13.360594795539","18.7052137385718","17.3941929133858","15.2503832396525","14.6120481927711","14.35636699792","14.9450549450549","14.9179638199411","16.0417910447761","15.6124249911754","15.2939194879569","15.3064226180748","14.6914388606973","14.4197650088524","15.7049384639352","15.0878211641748","14.9456735174761","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","90.5129577249446","89.5177591683511","90.4695543357697","84.7686192864578","80.6078999818808","84.203965819816","84.824135839903","81.8472545937449","79.6887841762095","77.3150826573444","73.4709053727459","71.8109464288018","58.8052028974219","59.5080073781655","52.2641648814361","59.8026774554181","61.5583341169096","59.5727240031274","60.3990770359501","57.2351341573711","53.8283725772866","54.2710089418778","56.3041231110495","56.0453466372943","51.5338510324484","55.184591509555","63.6697733362022","60.0424474220151","60.662018627792","64.1475462010391","67.853168977756","71.5603386670035","73.1764860801721","71.3048189181136","74.1130214384814","65.4051872681968","68.6570358480471","73.672917650088","72.6568251609166","70.0251777905385","67.8520652153843","61.3623579705254","57.2883572517145","59.7205108761203","63.2436451560024","62.5153213988607","59.0957785071",
"Bhutan","BTN","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","12.171612699291","18.0311600616666","20.0491589990651","22.1488214061021","22.4298953821305","20.4366087449356","20.8221777247367","26.6608599406795","23.5508794156701","24.4100689967567","25.2395503578507","26.0682203497839","28.111385073919","29.9427206172835","30.0293516616447","34.0376082291151","34.0803542802583","33.7665795255564","32.9264502907497","36.1222941756292","36.4368028834936","38.2976725850155","38.5586202675295","39.2494711382258","37.3795164468806","36.9170825694604","38.6835187073549","45.0997879851907","44.27249239447","43.0121592091934","43.814816758048","41.9767059830459","42.6088022536757","43.3669119401891","41.6525962977805","42.487085982419","42.5511112715639","41.8429636345125","38.2034608946087","36.131743608331","",
"Botswana","BWA","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","13.3305060134328","12.2975254408832","11.3741577939216","10.6134343367613","13.4939379625256","19.2073170731707","14.3631436314363","14.9823422395034","12.4210526315789","19.5319531953195","27.5562001450326","27.5881057268722","27.6160503540519","26.8810858660372","27.8913200288531","31.0108509423187","31.8238021638331","32.465483234714","37.4169137948666","42.7267285243939","43.8906069977564","40.9849749582638","43.2945792067365","47.7310728312011","51.6278203656001","56.755227610269","57.9387825289465","58.0254584027883","61.9132304892675","61.4230190470826","56.9065630605401","53.5451494526864","49.6616330776529","47.879503645971","43.2590558480402","43.8928794741578","45.4269030524546","45.6945187092832","43.5452479747086","44.8015488103969","46.3006545686044","44.7678062989032","43.9653068340307","39.6164131871252","38.8218834164505","42.8549522076655","43.5908260526127","41.8001270025625","36.5405103370447","28.1560607429726","31.8613203597538","35.0464653041146","29.7195313673406","31.482647284955","33.0789210083308","29.9804632956289","32.0946303456123","29.8352209631287","29.461781514954","28.2073331180043","25.034359873307",
"Central African Republic","CAF","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5736807244034","24.5099241422375","26.6383554299084","27.5230753744847","24.1913069915363","19.4825017262056","22.1252513485047","21.6382374370791","20.7372245546503","20.5557559569889","20.5211544373415","20.8386939081319",
"Canada","CAN","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.7164390585459","26.8338686646699","27.8717394388625","29.5000375204667","28.4475354619999","27.5731410327833","27.9074104477255","28.3911197223378","29.2129915241778","28.8475544811015","28.6859019053535","29.3420195046589","25.0760182112778","26.3511331619895","27.1393405983891","26.6346687974256","26.6132351758366","27.1379424601872","24.4156825468916","23.2953005455848","24.0278028870792","","","",
"Central Europe and the Baltics","CEB","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.5621095211069","31.2599341529235","31.1249053695185","30.3870589311734","29.525215391685","28.9746325015676","28.8777201306973","28.4827438125562","28.604619736535","29.4378275020318","29.4727875206105","29.9527011577829","30.0044104979562","30.020784893096","29.6516766545542","29.5621939060609","30.1754730786782","29.2360107957069","28.4601932396373","29.1145366745455","29.1992456323879","28.7343392172838","27.9895838334916","27.7358422030922","27.2270293262321","27.1912046990087",
"Switzerland","CHE","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.5690361842278","30.297300182926","29.5393735328965","29.0605421872596","29.8840884163961","29.1362951725955","28.08635960265","27.3439498353557","26.7062212601393","26.3544797124511","25.5418370394653","26.3192852376988","26.5219938097835","26.0913147933897","25.6689766706908","25.9790871170706","26.1436645716182","26.0933202458359","26.1011846860528","24.9551293305956","24.9218647260993","25.2795684493631","24.8747408086682","24.9594928100713","24.6225792528569","24.4757091000051","24.4548562039296","24.4963139914152","24.6830431427433","24.8354804581637","24.5822885938719",
"Channel Islands","CHI","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
